case_id,earliness_avg,true_avg_100,true_avg_1000,adaption_rate_avg,adapt_per_ep,costs_avg,cost_per_ep,rewards_avg,reward_per_ep,true_per_ep,position_adaptation_per_ep,case_length_per_ep
82.0,0.06257198855142787,0.43373493975903615,0.43373493975903615,1.0,1,62.66265060240964,44.0,-0.28313253012048195,0.0,True,3.0,34.0
83.0,0.062091634190365896,0.42857142857142855,0.42857142857142855,1.0,1,62.857142857142854,79.0,-0.2857142857142857,-0.5,False,1.0,45.0
84.0,0.061805095541733406,0.4235294117647059,0.4235294117647059,1.0,1,63.04705882352941,79.0,-0.28823529411764703,-0.5,False,2.0,53.0
85.0,0.06142842890410723,0.4186046511627907,0.4186046511627907,1.0,1,63.23255813953488,79.0,-0.29069767441860467,-0.5,False,1.0,34.0
86.0,0.06176728708807256,0.42528735632183906,0.42528735632183906,1.0,1,63.01149425287356,44.0,-0.28735632183908044,0.0,True,3.0,33.0
87.0,0.06232801236106163,0.42045454545454547,0.42045454545454547,1.0,1,63.17045454545455,77.0,-0.2897727272727273,-0.5,False,3.0,27.0
88.0,0.062189495368240706,0.4157303370786517,0.4157303370786517,1.0,1,63.337078651685395,78.0,-0.29213483146067415,-0.5,False,1.0,20.0
89.0,0.0619429454197047,0.4222222222222222,0.4222222222222222,1.0,1,63.1,42.0,-0.28888888888888886,0.0,True,1.0,25.0
90.0,0.06179830302833298,0.42857142857142855,0.42857142857142855,1.0,1,62.86813186813187,42.0,-0.2857142857142857,0.0,True,2.0,41.0
91.0,0.06144627543787156,0.43478260869565216,0.43478260869565216,1.0,1,62.630434782608695,41.0,-0.2826086956521739,0.0,True,1.0,34.0
92.0,0.061162850103036875,0.43010752688172044,0.43010752688172044,1.0,1,62.806451612903224,79.0,-0.2849462365591398,-0.5,False,2.0,57.0
93.0,0.06113796371270419,0.43617021276595747,0.43617021276595747,1.0,1,62.59574468085106,43.0,-0.28191489361702127,0.0,True,2.0,34.0
94.0,0.06105831597437497,0.43157894736842106,0.43157894736842106,1.0,1,62.757894736842104,78.0,-0.28421052631578947,-0.5,False,3.0,56.0
95.0,0.06184274639509645,0.4375,0.4375,1.0,1,62.59375,47.0,-0.28125,0.0,True,3.0,22.0
96.0,0.06165342180204974,0.4329896907216495,0.4329896907216495,1.0,1,62.76288659793814,79.0,-0.28350515463917525,-0.5,False,1.0,23.0
97.0,0.06144947532107645,0.4387755102040816,0.4387755102040816,1.0,1,62.55102040816327,42.0,-0.28061224489795916,0.0,True,1.0,24.0
98.0,0.06121727393865687,0.43434343434343436,0.43434343434343436,1.0,1,62.717171717171716,79.0,-0.2828282828282828,-0.5,False,2.0,52.0
99.0,0.06218404856769135,0.43,0.43,1.0,1,62.85,76.0,-0.285,-0.5,False,3.0,19.0
100.0,0.062360444126427085,0.43564356435643564,0.43564356435643564,1.0,1,62.663366336633665,44.0,-0.28217821782178215,0.0,True,2.0,25.0
101.0,0.06201903067473709,0.43564356435643564,0.4411764705882353,1.0,1,62.64356435643565,41.0,-0.28217821782178215,0.0,True,1.0,29.0
102.0,0.062184047176387244,0.42574257425742573,0.4368932038834951,1.0,1,63.01980198019802,79.0,-0.2871287128712871,-0.5,False,2.0,45.0
103.0,0.0620426044606871,0.42574257425742573,0.4326923076923077,1.0,1,63.01980198019802,79.0,-0.2871287128712871,-0.5,False,2.0,60.0
104.0,0.06256535177087912,0.43564356435643564,0.4380952380952381,1.0,1,62.663366336633665,43.0,-0.28217821782178215,0.0,True,2.0,27.0
105.0,0.06285485440535309,0.43564356435643564,0.44339622641509435,1.0,1,62.67326732673267,42.0,-0.28217821782178215,0.0,True,2.0,36.0
106.0,0.06277961891827855,0.43564356435643564,0.4485981308411215,1.0,1,62.67326732673267,43.0,-0.28217821782178215,0.0,True,3.0,47.0
107.0,0.0631715331096977,0.44554455445544555,0.4537037037037037,1.0,1,62.35643564356435,46.0,-0.27722772277227725,0.0,True,6.0,45.0
108.0,0.06242271873246165,0.44554455445544555,0.44954128440366975,1.0,1,62.366336633663366,79.0,-0.27722772277227725,-0.5,False,1.0,51.0
109.0,0.06255801176487048,0.44554455445544555,0.44545454545454544,1.0,1,62.35643564356435,78.0,-0.27722772277227725,-0.5,False,2.0,35.0
110.0,0.06396416741802978,0.44554455445544555,0.44144144144144143,1.0,1,62.32673267326733,76.0,-0.27722772277227725,-0.5,False,3.0,19.0
111.0,0.06444546554784275,0.44554455445544555,0.4375,1.0,1,62.31683168316832,78.0,-0.27722772277227725,-0.5,False,1.0,16.0
112.0,0.06505838398254338,0.45544554455445546,0.4424778761061947,1.0,1,62.0,46.0,-0.2722772277227723,0.0,True,4.0,30.0
113.0,0.06581708054185448,0.44554455445544555,0.43859649122807015,1.0,1,62.35643564356435,77.0,-0.27722772277227725,-0.5,False,3.0,27.0
114.0,0.06596916948346752,0.44554455445544555,0.43478260869565216,1.0,1,62.35643564356435,79.0,-0.27722772277227725,-0.5,False,1.0,21.0
115.0,0.06604608395457566,0.45544554455445546,0.4396551724137931,1.0,1,61.99009900990099,42.0,-0.2722772277227723,0.0,True,1.0,24.0
116.0,0.06612152006961573,0.44554455445544555,0.4358974358974359,1.0,1,62.35643564356435,79.0,-0.27722772277227725,-0.5,False,2.0,42.0
117.0,0.06724454903917935,0.43564356435643564,0.4322033898305085,1.0,1,62.68316831683168,76.0,-0.28217821782178215,-0.5,False,3.0,16.0
118.0,0.06640215710767852,0.42574257425742573,0.42857142857142855,1.0,1,63.01980198019802,79.0,-0.2871287128712871,-0.5,False,1.0,33.0
119.0,0.06632568604593819,0.4158415841584158,0.425,1.0,1,63.396039603960396,79.0,-0.29207920792079206,-0.5,False,1.0,60.0
